customer_id,first_name,last_name,email,city,age,gender,registered_at
317,Name_317,Surname_317,user317@shop.ru,SPB,46,F,2022-06-08 00:00:00
318,Name_318,Surname_318,user318@shop.ru,Ufa,59,F,2022-06-08 12:00:00
319,Name_319,Surname_319,user319@shop.ru,NSK,63,F,2022-06-09 00:00:00
320,Name_320,Surname_320,user320@shop.ru,Kazan,30,M,2022-06-09 12:00:00
321,Name_321,Surname_321,user321@shop.ru,Kazan,49,F,2022-06-10 00:00:00
322,Name_322,Surname_322,user322@shop.ru,Moscow,20,F,2022-06-10 12:00:00
323,Name_323,Surname_323,user323@shop.ru,Kazan,20,M,2022-06-11 00:00:00
324,Name_324,Surname_324,user324@shop.ru,Ekb,37,F,2022-06-11 12:00:00
325,Name_325,Surname_325,user325@shop.ru,Moscow,37,F,2022-06-12 00:00:00
326,Name_326,Surname_326,user326@shop.ru,Perm,62,M,2022-06-12 12:00:00
327,Name_327,Surname_327,user327@shop.ru,Ekb,26,M,2022-06-13 00:00:00
328,Name_328,Surname_328,user328@shop.ru,Kazan,26,F,2022-06-13 12:00:00
329,Name_329,Surname_329,user329@shop.ru,Kazan,30,F,2022-06-14 00:00:00
330,Name_330,Surname_330,user330@shop.ru,NSK,60,M,2022-06-14 12:00:00
331,Name_331,Surname_331,user331@shop.ru,NSK,38,M,2022-06-15 00:00:00
332,Name_332,Surname_332,user332@shop.ru,Ekb,41,M,2022-06-15 12:00:00
333,Name_333,Surname_333,user333@shop.ru,Kazan,63,F,2022-06-16 00:00:00
334,Name_334,Surname_334,user334@shop.ru,Perm,35,F,2022-06-16 12:00:00
335,Name_335,Surname_335,user335@shop.ru,Perm,55,F,2022-06-17 00:00:00
336,Name_336,Surname_336,user336@shop.ru,NSK,23,M,2022-06-17 12:00:00
337,Name_337,Surname_337,user337@shop.ru,Kazan,37,F,2022-06-18 00:00:00
338,Name_338,Surname_338,user338@shop.ru,Rostov,46,M,2022-06-18 12:00:00
339,Name_339,Surname_339,user339@shop.ru,Rostov,40,M,2022-06-19 00:00:00
340,Name_340,Surname_340,user340@shop.ru,Rostov,44,M,2022-06-19 12:00:00
341,Name_341,Surname_341,user341@shop.ru,Volgograd,41,F,2022-06-20 00:00:00
342,Name_342,Surname_342,user342@shop.ru,SPB,27,M,2022-06-20 12:00:00
343,Name_343,Surname_343,user343@shop.ru,Kazan,27,F,2022-06-21 00:00:00
344,Name_344,Surname_344,user344@shop.ru,Perm,31,M,2022-06-21 12:00:00
345,Name_345,Surname_345,user345@shop.ru,Volgograd,63,M,2022-06-22 00:00:00
346,Name_346,Surname_346,user346@shop.ru,Moscow,18,M,2022-06-22 12:00:00
347,Name_347,Surname_347,user347@shop.ru,Kazan,33,F,2022-06-23 00:00:00
348,Name_348,Surname_348,user348@shop.ru,NSK,45,F,2022-06-23 12:00:00
349,Name_349,Surname_349,user349@shop.ru,Ufa,42,F,2022-06-24 00:00:00
350,Name_350,Surname_350,user350@shop.ru,NSK,32,F,2022-06-24 12:00:00
351,Name_351,Surname_351,user351@shop.ru,Moscow,51,M,2022-06-25 00:00:00
352,Name_352,Surname_352,user352@shop.ru,Ufa,35,F,2022-06-25 12:00:00
353,Name_353,Surname_353,user353@shop.ru,Krasnodar,48,M,2022-06-26 00:00:00
354,Name_354,Surname_354,user354@shop.ru,Ufa,27,M,2022-06-26 12:00:00
355,Name_355,Surname_355,user355@shop.ru,NSK,55,M,2022-06-27 00:00:00
356,Name_356,Surname_356,user356@shop.ru,Volgograd,22,F,2022-06-27 12:00:00
357,Name_357,Surname_357,user357@shop.ru,Moscow,40,M,2022-06-28 00:00:00
358,Name_358,Surname_358,user358@shop.ru,Ekb,34,M,2022-06-28 12:00:00
359,Name_359,Surname_359,user359@shop.ru,Volgograd,25,M,2022-06-29 00:00:00
360,Name_360,Surname_360,user360@shop.ru,Ekb,44,M,2022-06-29 12:00:00
361,Name_361,Surname_361,user361@shop.ru,Moscow,58,M,2022-06-30 00:00:00
362,Name_362,Surname_362,user362@shop.ru,NSK,50,F,2022-06-30 12:00:00
363,Name_363,Surname_363,user363@shop.ru,NSK,56,F,2022-07-01 00:00:00
364,Name_364,Surname_364,user364@shop.ru,NSK,41,M,2022-07-01 12:00:00
365,Name_365,Surname_365,user365@shop.ru,Kazan,44,M,2022-07-02 00:00:00
366,Name_366,Surname_366,user366@shop.ru,Volgograd,44,F,2022-07-02 12:00:00
367,Name_367,Surname_367,user367@shop.ru,Moscow,35,F,2022-07-03 00:00:00
368,Name_368,Surname_368,user368@shop.ru,Volgograd,62,F,2022-07-03 12:00:00
369,Name_369,Surname_369,user369@shop.ru,Rostov,26,M,2022-07-04 00:00:00
370,Name_370,Surname_370,user370@shop.ru,Volgograd,54,F,2022-07-04 12:00:00
371,Name_371,Surname_371,user371@shop.ru,Perm,46,M,2022-07-05 00:00:00
372,Name_372,Surname_372,user372@shop.ru,Volgograd,23,F,2022-07-05 12:00:00
373,Name_373,Surname_373,user373@shop.ru,Volgograd,27,M,2022-07-06 00:00:00
374,Name_374,Surname_374,user374@shop.ru,Ufa,26,M,2022-07-06 12:00:00
375,Name_375,Surname_375,user375@shop.ru,Ekb,49,M,2022-07-07 00:00:00
376,Name_376,Surname_376,user376@shop.ru,Volgograd,62,F,2022-07-07 12:00:00
377,Name_377,Surname_377,user377@shop.ru,Rostov,26,F,2022-07-08 00:00:00
378,Name_378,Surname_378,user378@shop.ru,NSK,61,M,2022-07-08 12:00:00
379,Name_379,Surname_379,user379@shop.ru,Volgograd,58,M,2022-07-09 00:00:00
380,Name_380,Surname_380,user380@shop.ru,Krasnodar,52,F,2022-07-09 12:00:00
381,Name_381,Surname_381,user381@shop.ru,Kazan,24,M,2022-07-10 00:00:00
382,Name_382,Surname_382,user382@shop.ru,SPB,55,M,2022-07-10 12:00:00
383,Name_383,Surname_383,user383@shop.ru,Volgograd,60,F,2022-07-11 00:00:00
384,Name_384,Surname_384,user384@shop.ru,Moscow,53,M,2022-07-11 12:00:00
385,Name_385,Surname_385,user385@shop.ru,Kazan,36,M,2022-07-12 00:00:00
386,Name_386,Surname_386,user386@shop.ru,Volgograd,58,F,2022-07-12 12:00:00
387,Name_387,Surname_387,user387@shop.ru,Kazan,23,F,2022-07-13 00:00:00
388,Name_388,Surname_388,user388@shop.ru,Ufa,26,M,2022-07-13 12:00:00
389,Name_389,Surname_389,user389@shop.ru,SPB,37,M,2022-07-14 00:00:00
390,Name_390,Surname_390,user390@shop.ru,Perm,57,M,2022-07-14 12:00:00
391,Name_391,Surname_391,user391@shop.ru,Krasnodar,30,M,2022-07-15 00:00:00
392,Name_392,Surname_392,user392@shop.ru,SPB,20,M,2022-07-15 12:00:00
393,Name_393,Surname_393,user393@shop.ru,Krasnodar,49,F,2022-07-16 00:00:00
394,Name_394,Surname_394,user394@shop.ru,Moscow,52,F,2022-07-16 12:00:00
395,Name_395,Surname_395,user395@shop.ru,Perm,39,F,2022-07-17 00:00:00
396,Name_396,Surname_396,user396@shop.ru,Volgograd,34,M,2022-07-17 12:00:00
397,Name_397,Surname_397,user397@shop.ru,Ekb,39,F,2022-07-18 00:00:00
398,Name_398,Surname_398,user398@shop.ru,NSK,59,M,2022-07-18 12:00:00
399,Name_399,Surname_399,user399@shop.ru,Volgograd,19,F,2022-07-19 00:00:00
400,Name_400,Surname_400,user400@shop.ru,Moscow,32,F,2022-07-19 12:00:00
401,Name_401,Surname_401,user401@shop.ru,Ekb,54,M,2022-07-20 00:00:00
402,Name_402,Surname_402,user402@shop.ru,Ekb,19,M,2022-07-20 12:00:00
403,Name_403,Surname_403,user403@shop.ru,Moscow,25,M,2022-07-21 00:00:00
404,Name_404,Surname_404,user404@shop.ru,SPB,49,M,2022-07-21 12:00:00
405,Name_405,Surname_405,user405@shop.ru,Ufa,44,F,2022-07-22 00:00:00
406,Name_406,Surname_406,user406@shop.ru,Moscow,44,M,2022-07-22 12:00:00
407,Name_407,Surname_407,user407@shop.ru,NSK,64,F,2022-07-23 00:00:00
408,Name_408,Surname_408,user408@shop.ru,Perm,57,M,2022-07-23 12:00:00
409,Name_409,Surname_409,user409@shop.ru,Kazan,30,M,2022-07-24 00:00:00
410,Name_410,Surname_410,user410@shop.ru,NSK,25,M,2022-07-24 12:00:00
411,Name_411,Surname_411,user411@shop.ru,SPB,33,M,2022-07-25 00:00:00
412,Name_412,Surname_412,user412@shop.ru,Moscow,38,M,2022-07-25 12:00:00
413,Name_413,Surname_413,user413@shop.ru,SPB,42,M,2022-07-26 00:00:00
414,Name_414,Surname_414,user414@shop.ru,SPB,57,M,2022-07-26 12:00:00
415,Name_415,Surname_415,user415@shop.ru,Perm,19,F,2022-07-27 00:00:00
416,Name_416,Surname_416,user416@shop.ru,Kazan,20,F,2022-07-27 12:00:00
417,Name_417,Surname_417,user417@shop.ru,Krasnodar,40,M,2022-07-28 00:00:00
418,Name_418,Surname_418,user418@shop.ru,Moscow,40,M,2022-07-28 12:00:00
419,Name_419,Surname_419,user419@shop.ru,Moscow,28,F,2022-07-29 00:00:00
420,Name_420,Surname_420,user420@shop.ru,Kazan,50,M,2022-07-29 12:00:00
421,Name_421,Surname_421,user421@shop.ru,Ufa,53,M,2022-07-30 00:00:00
422,Name_422,Surname_422,user422@shop.ru,Moscow,62,M,2022-07-30 12:00:00
423,Name_423,Surname_423,user423@shop.ru,Ufa,27,M,2022-07-31 00:00:00
424,Name_424,Surname_424,user424@shop.ru,NSK,29,F,2022-07-31 12:00:00
425,Name_425,Surname_425,user425@shop.ru,Kazan,19,M,2022-08-01 00:00:00
426,Name_426,Surname_426,user426@shop.ru,NSK,54,F,2022-08-01 12:00:00
427,Name_427,Surname_427,user427@shop.ru,Rostov,44,M,2022-08-02 00:00:00
428,Name_428,Surname_428,user428@shop.ru,Moscow,57,M,2022-08-02 12:00:00
429,Name_429,Surname_429,user429@shop.ru,Krasnodar,21,F,2022-08-03 00:00:00
430,Name_430,Surname_430,user430@shop.ru,Kazan,20,M,2022-08-03 12:00:00
431,Name_431,Surname_431,user431@shop.ru,SPB,50,M,2022-08-04 00:00:00
432,Name_432,Surname_432,user432@shop.ru,Kazan,51,M,2022-08-04 12:00:00
433,Name_433,Surname_433,user433@shop.ru,Volgograd,56,M,2022-08-05 00:00:00
434,Name_434,Surname_434,user434@shop.ru,Ufa,52,M,2022-08-05 12:00:00
435,Name_435,Surname_435,user435@shop.ru,NSK,24,F,2022-08-06 00:00:00
436,Name_436,Surname_436,user436@shop.ru,Perm,49,F,2022-08-06 12:00:00
437,Name_437,Surname_437,user437@shop.ru,Rostov,28,F,2022-08-07 00:00:00
438,Name_438,Surname_438,user438@shop.ru,Moscow,23,F,2022-08-07 12:00:00
439,Name_439,Surname_439,user439@shop.ru,Volgograd,55,F,2022-08-08 00:00:00
440,Name_440,Surname_440,user440@shop.ru,Krasnodar,51,M,2022-08-08 12:00:00
441,Name_441,Surname_441,user441@shop.ru,Volgograd,30,F,2022-08-09 00:00:00
442,Name_442,Surname_442,user442@shop.ru,Krasnodar,40,M,2022-08-09 12:00:00
443,Name_443,Surname_443,user443@shop.ru,Krasnodar,34,M,2022-08-10 00:00:00
444,Name_444,Surname_444,user444@shop.ru,Kazan,23,F,2022-08-10 12:00:00
445,Name_445,Surname_445,user445@shop.ru,Kazan,53,F,2022-08-11 00:00:00
446,Name_446,Surname_446,user446@shop.ru,Ekb,25,F,2022-08-11 12:00:00
447,Name_447,Surname_447,user447@shop.ru,Ekb,36,M,2022-08-12 00:00:00
448,Name_448,Surname_448,user448@shop.ru,Ufa,54,M,2022-08-12 12:00:00
449,Name_449,Surname_449,user449@shop.ru,SPB,52,M,2022-08-13 00:00:00
450,Name_450,Surname_450,user450@shop.ru,Volgograd,26,F,2022-08-13 12:00:00
451,Name_451,Surname_451,user451@shop.ru,Volgograd,35,M,2022-08-14 00:00:00
452,Name_452,Surname_452,user452@shop.ru,Kazan,18,F,2022-08-14 12:00:00
453,Name_453,Surname_453,user453@shop.ru,Ekb,26,F,2022-08-15 00:00:00
454,Name_454,Surname_454,user454@shop.ru,Krasnodar,55,F,2022-08-15 12:00:00
455,Name_455,Surname_455,user455@shop.ru,Volgograd,51,M,2022-08-16 00:00:00
456,Name_456,Surname_456,user456@shop.ru,Kazan,63,M,2022-08-16 12:00:00
457,Name_457,Surname_457,user457@shop.ru,Volgograd,44,M,2022-08-17 00:00:00
458,Name_458,Surname_458,user458@shop.ru,Kazan,33,F,2022-08-17 12:00:00
459,Name_459,Surname_459,user459@shop.ru,Ufa,53,F,2022-08-18 00:00:00
460,Name_460,Surname_460,user460@shop.ru,Moscow,57,F,2022-08-18 12:00:00
461,Name_461,Surname_461,user461@shop.ru,NSK,39,F,2022-08-19 00:00:00
462,Name_462,Surname_462,user462@shop.ru,Kazan,37,M,2022-08-19 12:00:00
463,Name_463,Surname_463,user463@shop.ru,Volgograd,64,M,2022-08-20 00:00:00
464,Name_464,Surname_464,user464@shop.ru,Krasnodar,28,F,2022-08-20 12:00:00
465,Name_465,Surname_465,user465@shop.ru,Volgograd,48,F,2022-08-21 00:00:00
466,Name_466,Surname_466,user466@shop.ru,Krasnodar,32,F,2022-08-21 12:00:00
467,Name_467,Surname_467,user467@shop.ru,Volgograd,55,M,2022-08-22 00:00:00
468,Name_468,Surname_468,user468@shop.ru,Volgograd,28,F,2022-08-22 12:00:00
469,Name_469,Surname_469,user469@shop.ru,Volgograd,60,F,2022-08-23 00:00:00
470,Name_470,Surname_470,user470@shop.ru,Krasnodar,58,F,2022-08-23 12:00:00
471,Name_471,Surname_471,user471@shop.ru,NSK,38,F,2022-08-24 00:00:00
472,Name_472,Surname_472,user472@shop.ru,SPB,56,M,2022-08-24 12:00:00
473,Name_473,Surname_473,user473@shop.ru,Ekb,47,M,2022-08-25 00:00:00
474,Name_474,Surname_474,user474@shop.ru,NSK,19,F,2022-08-25 12:00:00
475,Name_475,Surname_475,user475@shop.ru,Perm,47,F,2022-08-26 00:00:00
476,Name_476,Surname_476,user476@shop.ru,NSK,40,F,2022-08-26 12:00:00
477,Name_477,Surname_477,user477@shop.ru,Ufa,34,M,2022-08-27 00:00:00
478,Name_478,Surname_478,user478@shop.ru,SPB,26,F,2022-08-27 12:00:00
479,Name_479,Surname_479,user479@shop.ru,Krasnodar,59,F,2022-08-28 00:00:00
480,Name_480,Surname_480,user480@shop.ru,Krasnodar,62,M,2022-08-28 12:00:00
481,Name_481,Surname_481,user481@shop.ru,Ufa,36,M,2022-08-29 00:00:00
482,Name_482,Surname_482,user482@shop.ru,Ufa,43,F,2022-08-29 12:00:00
483,Name_483,Surname_483,user483@shop.ru,Rostov,46,F,2022-08-30 00:00:00
484,Name_484,Surname_484,user484@shop.ru,Perm,19,M,2022-08-30 12:00:00
485,Name_485,Surname_485,user485@shop.ru,Krasnodar,62,M,2022-08-31 00:00:00
486,Name_486,Surname_486,user486@shop.ru,Volgograd,50,M,2022-08-31 12:00:00
487,Name_487,Surname_487,user487@shop.ru,Ekb,54,F,2022-09-01 00:00:00
488,Name_488,Surname_488,user488@shop.ru,Ekb,24,F,2022-09-01 12:00:00
489,Name_489,Surname_489,user489@shop.ru,NSK,24,F,2022-09-02 00:00:00
490,Name_490,Surname_490,user490@shop.ru,Ekb,34,M,2022-09-02 12:00:00
491,Name_491,Surname_491,user491@shop.ru,SPB,54,M,2022-09-03 00:00:00
492,Name_492,Surname_492,user492@shop.ru,Rostov,40,M,2022-09-03 12:00:00
493,Name_493,Surname_493,user493@shop.ru,Perm,18,F,2022-09-04 00:00:00
494,Name_494,Surname_494,user494@shop.ru,Ufa,61,M,2022-09-04 12:00:00
495,Name_495,Surname_495,user495@shop.ru,Kazan,33,M,2022-09-05 00:00:00
496,Name_496,Surname_496,user496@shop.ru,Ufa,21,F,2022-09-05 12:00:00
497,Name_497,Surname_497,user497@shop.ru,Ufa,25,M,2022-09-06 00:00:00
498,Name_498,Surname_498,user498@shop.ru,Krasnodar,20,M,2022-09-06 12:00:00
499,Name_499,Surname_499,user499@shop.ru,Kazan,30,M,2022-09-07 00:00:00
500,Name_500,Surname_500,user500@shop.ru,Ekb,38,M,2022-09-07 12:00:00
